sku_id,period,qty_total,category_id
598294111,2025-03-10,0.8980792008654814,672241
598294111,2025-03-17,1.3980495545054166,672241
598294111,2025-03-24,0.8980090547662872,672241
598294111,2025-03-31,0.39774810073411637,672241
598294111,2025-04-07,1.3975860254925028,672241
598294111,2025-04-14,1.3975896459756247,672241
598294111,2025-04-21,2.8973228082604576,672241
598294111,2025-04-28,1.3974757317233364,672241
598294111,2025-05-05,2.8975305660314885,672241
598294111,2025-05-12,1.3977928346992814,672241
598294111,2025-05-19,0.8982104537369816,672241
598294111,2025-05-26,0.8987106478731871,672241
598294111,2025-06-02,2.898982676391112,672241
598294111,2025-06-09,4.398857314508776,672241
598294111,2025-06-16,1.8989267658249671,672241
598302302,2025-03-10,0.48476095577421874,672241
598302302,2025-03-17,-0.01595741812013394,672241
598302302,2025-03-24,-0.015801412326510528,672241
598302302,2025-03-31,-0.015712085906268408,672241
598302302,2025-04-07,-0.01566443517846721,672241
598302302,2025-04-14,-0.015641034004718966,672241
598302302,2025-04-21,-0.015630068521890812,672241
598302302,2025-04-28,-0.015623521111553594,672241
598302302,2025-05-05,-0.015616086361539994,672241
598302302,2025-05-12,-0.015604347655493844,672241
598302302,2025-05-19,-0.015586003983457684,672241
598302302,2025-05-26,-0.015497233981146975,672241
598302302,2025-06-02,-0.015472423228936785,672241
598302302,2025-06-09,-0.015448608620330671,672241
598302302,2025-06-16,-0.01542515613120117,672241
599653937,2025-03-10,0.32224836834388504,672241
599653937,2025-03-17,1.3223105976147638,672241
599653937,2025-03-24,0.32229394608377127,672241
599653937,2025-03-31,7.822559799162483,672241
599653937,2025-04-07,0.32250054178424503,672241
599653937,2025-04-14,1.322662416368689,672241
599653937,2025-04-21,5.323073841855665,672241
599653937,2025-04-28,11.322470601348536,672241
599653937,2025-05-05,1.3232214133509468,672241
599653937,2025-05-12,3.323063703437081,672241
599653937,2025-05-19,1.3232646601913283,672241
599653937,2025-05-26,0.8232888074882507,672241
