sku_id,category_id,period,qty_total
598294111,672241,2024-11-25,0.8139118864811345
598294111,672241,2024-12-02,0.8138536554478757
598294111,672241,2024-12-09,0.813810883374347
598294111,672241,2024-12-16,0.3137285060377002
598294111,672241,2024-12-23,0.8136614705749943
598294111,672241,2024-12-30,1.3135841330047642
598294111,672241,2025-01-06,0.8134951954630993
598294111,672241,2025-01-13,2.31345374463364
598294111,672241,2025-01-20,3.31348691807457
598294111,672241,2025-01-27,2.3134428315207027
598294111,672241,2025-02-03,1.813340210114883
598294111,672241,2025-02-10,0.8132821586521399
598294111,672241,2025-02-17,0.8132651883299026
598294111,672241,2025-02-24,0.8132845411650312
598294111,672241,2025-03-03,0.8133811948595806
598302302,672241,2024-11-25,0.05715988601969681
598302302,672241,2024-12-02,0.05717143897918243
598302302,672241,2024-12-09,0.05718359472622294
598302302,672241,2024-12-16,0.057196313236770734
598302302,672241,2024-12-23,0.5572569027609321
598302302,672241,2024-12-30,0.057230049758229214
598302302,672241,2025-01-06,1.0572510646862132
598302302,672241,2025-01-13,0.05727258099660709
598302302,672241,2025-01-20,0.057294615466822366
598302302,672241,2025-01-27,0.05731712841829265
598302302,672241,2025-02-03,0.05734017804389032
598302302,672241,2025-02-10,1.057269124060248
598302302,672241,2025-02-17,0.057374460539957206
598302302,672241,2025-02-24,0.057385599620832395
598302302,672241,2025-03-03,0.05739724169057499
599653937,672241,2024-11-25,10.457054324045192
599653937,672241,2024-12-02,1.5356338674341006
599653937,672241,2024-12-09,1.6132152837596216
599653937,672241,2024-12-16,1.1897862622922426
599653937,672241,2024-12-23,1.265354725906263
599653937,672241,2024-12-30,1.33992034874197
599653937,672241,2025-01-06,2.413484478356078
599653937,672241,2025-01-13,2.486046795503407
599653937,672241,2025-01-20,2.05761023819393
599653937,672241,2025-01-27,6.628177368566848
599653937,672241,2025-02-03,1.6977302457754522
599653937,672241,2025-02-10,3.266289884425143
599653937,672241,2025-02-17,2.333851217589496
599653937,672241,2025-02-24,2.9004158848533472
599653937,672241,2025-03-03,2.96597995564692
599703217,672241,2024-11-25,4.365993256895106
599703217,672241,2024-12-02,6.365883800099081
599703217,672241,2024-12-09,3.86575408238183
599703217,672241,2024-12-16,2.8656624226942196
599703217,672241,2024-12-23,1.865556573453433
599703217,672241,2024-12-30,5.365463040435543
599703217,672241,2025-01-06,2.3653982873327495
599703217,672241,2025-01-13,5.3653054252203205
599703217,672241,2025-01-20,2.365259165593111
599703217,672241,2025-01-27,2.365197854622034
599703217,672241,2025-02-03,1.8651486747157695
599703217,672241,2025-02-10,1.3651153390810342
599703217,672241,2025-02-17,2.8651080029931686
599703217,672241,2025-02-24,0.8651040514754889
599703217,672241,2025-03-03,4.3651242916399875
746436995,672241,2024-11-25,0.358537230015632
746436995,672241,2024-12-02,-0.1194356610262331
746436995,672241,2024-12-09,-0.09769060961815573
746436995,672241,2024-12-16,-0.0762233563361
746436995,672241,2024-12-23,-0.055031946790632
746436995,672241,2024-12-30,1.4658781874560007
746436995,672241,2025-01-06,0.9865181961701734
746436995,672241,2025-01-13,0.0068846805811410006
746436995,672241,2025-01-20,0.5269742255541083
746436995,672241,2025-01-27,0.046797565655570805
746436995,672241,2025-02-03,0.06635064645494848
746436995,672241,2025-02-10,0.08563677494885086
746436995,672241,2025-02-17,0.6046540773477356
746436995,672241,2025-02-24,0.6234053416711093
